id,age,agecat,sex,order,boxtype,trialtype,order2,trialno,side,response,correct
76,3,three,1,penfirst,pink-right,pen,1,3,R,L,1
76,3,three,1,penfirst,pink-right,pen,1,4,L,L,0
76,3,three,1,penfirst,pink-right,pen,1,5,R,L,1
76,3,three,1,penfirst,pink-right,pen,1,6,L,L,0
76,3,three,1,penfirst,pink-right,pen,1,7,L,R,1
76,3,three,1,penfirst,pink-right,pen,1,8,R,R,0
76,3,three,1,penfirst,pink-right,sticker,2,1,R,L,0
76,3,three,1,penfirst,pink-right,sticker,2,2,L,R,0
76,3,three,1,penfirst,pink-right,sticker,2,3,L,L,1
76,3,three,1,penfirst,pink-right,sticker,2,4,R,L,0
76,3,three,1,penfirst,pink-right,sticker,2,5,R,R,1
76,3,three,1,penfirst,pink-right,sticker,2,6,L,L,1
76,3,three,1,penfirst,pink-right,sticker,2,7,R,R,1
76,3,three,1,penfirst,pink-right,sticker,2,8,L,R,0
77,3,three,1,penfirst,blue-right,pen,1,1,L,L,0
77,3,three,1,penfirst,blue-right,pen,1,2,L,R,1
77,3,three,1,penfirst,blue-right,pen,1,3,R,L,1
77,3,three,1,penfirst,blue-right,pen,1,4,L,R,1
77,3,three,1,penfirst,blue-right,pen,1,5,R,R,0
77,3,three,1,penfirst,blue-right,pen,1,6,R,R,0
77,3,three,1,penfirst,blue-right,pen,1,7,L,L,0
77,3,three,1,penfirst,blue-right,pen,1,8,R,L,1
77,3,three,1,penfirst,blue-right,sticker,2,1,R,L,0
77,3,three,1,penfirst,blue-right,sticker,2,2,L,L,1
77,3,three,1,penfirst,blue-right,sticker,2,3,R,R,1
77,3,three,1,penfirst,blue-right,sticker,2,4,L,L,1
77,3,three,1,penfirst,blue-right,sticker,2,5,R,L,0
77,3,three,1,penfirst,blue-right,sticker,2,6,L,L,1
77,3,three,1,penfirst,blue-right,sticker,2,7,L,R,0
77,3,three,1,penfirst,blue-right,sticker,2,8,R,L,0
78,4,four,1,stickerfirst,blue-right,pen,2,1,R,R,0
78,4,four,1,stickerfirst,blue-right,pen,2,2,L,L,0
78,4,four,1,stickerfirst,blue-right,pen,2,3,R,R,0
78,4,four,1,stickerfirst,blue-right,pen,2,4,L,L,0
78,4,four,1,stickerfirst,blue-right,pen,2,5,R,L,1
78,4,four,1,stickerfirst,blue-right,pen,2,6,L,R,1
78,4,four,1,stickerfirst,blue-right,pen,2,7,L,R,1
78,4,four,1,stickerfirst,blue-right,pen,2,8,R,R,0
78,4,four,1,stickerfirst,blue-right,sticker,1,1,L,R,0
78,4,four,1,stickerfirst,blue-right,sticker,1,2,L,L,1
78,4,four,1,stickerfirst,blue-right,sticker,1,3,R,R,1
78,4,four,1,stickerfirst,blue-right,sticker,1,4,L,L,1
78,4,four,1,stickerfirst,blue-right,sticker,1,5,R,L,0
78,4,four,1,stickerfirst,blue-right,sticker,1,6,R,L,0
78,4,four,1,stickerfirst,blue-right,sticker,1,7,L,R,0
78,4,four,1,stickerfirst,blue-right,sticker,1,8,R,L,0
80,4,four,1,stickerfirst,blue-right,pen,2,1,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,2,L,R,1
80,4,four,1,stickerfirst,blue-right,pen,2,3,L,R,1
80,4,four,1,stickerfirst,blue-right,pen,2,4,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,5,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,6,L,R,1
80,4,four,1,stickerfirst,blue-right,pen,2,7,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,8,L,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,1,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,2,R,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,3,R,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,4,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,5,R,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,6,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,7,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,8,R,R,1
82,4,four,1,stickerfirst,pink-right,pen,2,1,R,L,1
82,4,four,1,stickerfirst,pink-right,pen,2,2,L,R,1
82,4,four,1,stickerfirst,pink-right,pen,2,3,R,L,1
82,4,four,1,stickerfirst,pink-right,pen,2,4,L,R,1
82,4,four,1,stickerfirst,pink-right,pen,2,5,R,R,0
82,4,four,1,stickerfirst,pink-right,pen,2,6,L,L,0
82,4,four,1,stickerfirst,pink-right,pen,2,7,L,L,0
82,4,four,1,stickerfirst,pink-right,pen,2,8,R,L,1
82,4,four,1,stickerfirst,pink-right,sticker,1,1,L,R,0
82,4,four,1,stickerfirst,pink-right,sticker,1,2,L,L,1
82,4,four,1,stickerfirst,pink-right,sticker,1,3,R,L,0
82,4,four,1,stickerfirst,pink-right,sticker,1,4,L,L,1
82,4,four,1,stickerfirst,pink-right,sticker,1,5,R,R,1
82,4,four,1,stickerfirst,pink-right,sticker,1,6,R,L,0
82,4,four,1,stickerfirst,pink-right,sticker,1,7,L,R,0
82,4,four,1,stickerfirst,pink-right,sticker,1,8,R,L,0
83,4,four,2,penfirst,blue-right,pen,1,1,L,R,1
83,4,four,2,penfirst,blue-right,pen,1,2,R,L,1
83,4,four,2,penfirst,blue-right,pen,1,3,R,L,1
83,4,four,2,penfirst,blue-right,pen,1,4,L,R,1
83,4,four,2,penfirst,blue-right,pen,1,5,R,L,1
83,4,four,2,penfirst,blue-right,pen,1,6,L,R,1
83,4,four,2,penfirst,blue-right,pen,1,7,L,L,0
83,4,four,2,penfirst,blue-right,pen,1,8,R,L,1
83,4,four,2,penfirst,blue-right,sticker,2,1,R,L,0
83,4,four,2,penfirst,blue-right,sticker,2,2,L,L,1
83,4,four,2,penfirst,blue-right,sticker,2,3,L,R,0
83,4,four,2,penfirst,blue-right,sticker,2,4,R,R,1
83,4,four,2,penfirst,blue-right,sticker,2,5,R,R,1
83,4,four,2,penfirst,blue-right,sticker,2,6,L,L,1
83,4,four,2,penfirst,blue-right,sticker,2,7,R,R,1
83,4,four,2,penfirst,blue-right,sticker,2,8,L,L,1
84,4,four,2,penfirst,blue-right,pen,1,1,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,2,R,L,1
84,4,four,2,penfirst,blue-right,pen,1,3,R,L,1
84,4,four,2,penfirst,blue-right,pen,1,4,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,5,R,L,1
84,4,four,2,penfirst,blue-right,pen,1,6,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,7,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,8,R,L,1
84,4,four,2,penfirst,blue-right,sticker,2,1,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,2,L,L,1
84,4,four,2,penfirst,blue-right,sticker,2,3,L,L,1
84,4,four,2,penfirst,blue-right,sticker,2,4,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,5,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,6,L,L,1
84,4,four,2,penfirst,blue-right,sticker,2,7,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,8,L,L,1
85,5,five,1,penfirst,pink-right,pen,1,1,L,R,1
85,5,five,1,penfirst,pink-right,pen,1,2,R,L,1
85,5,five,1,penfirst,pink-right,pen,1,3,R,R,0
85,5,five,1,penfirst,pink-right,pen,1,4,L,R,1
85,5,five,1,penfirst,pink-right,pen,1,5,R,L,1
85,5,five,1,penfirst,pink-right,pen,1,6,L,R,1
85,5,five,1,penfirst,pink-right,pen,1,7,L,L,0
85,5,five,1,penfirst,pink-right,pen,1,8,R,L,1
85,5,five,1,penfirst,pink-right,sticker,2,1,R,R,1
85,5,five,1,penfirst,pink-right,sticker,2,2,L,L,1
85,5,five,1,penfirst,pink-right,sticker,2,3,L,R,0
85,5,five,1,penfirst,pink-right,sticker,2,4,R,R,1
85,5,five,1,penfirst,pink-right,sticker,2,5,R,L,0
85,5,five,1,penfirst,pink-right,sticker,2,6,L,L,1
85,5,five,1,penfirst,pink-right,sticker,2,7,R,R,1
85,5,five,1,penfirst,pink-right,sticker,2,8,L,L,1
87,4,four,2,stickerfirst,blue-right,pen,2,1,R,L,1
87,4,four,2,stickerfirst,blue-right,pen,2,2,L,R,1
87,4,four,2,stickerfirst,blue-right,pen,2,3,L,R,1
87,4,four,2,stickerfirst,blue-right,pen,2,4,R,L,1
87,4,four,2,stickerfirst,blue-right,pen,2,5,R,L,1
87,4,four,2,stickerfirst,blue-right,pen,2,6,L,R,1
87,4,four,2,stickerfirst,blue-right,pen,2,7,R,L,1
87,4,four,2,stickerfirst,blue-right,pen,2,8,L,R,1
87,4,four,2,stickerfirst,blue-right,sticker,1,1,L,L,1
87,4,four,2,stickerfirst,blue-right,sticker,1,2,R,R,1
87,4,four,2,stickerfirst,blue-right,sticker,1,3,R,R,1
87,4,four,2,stickerfirst,blue-right,sticker,1,4,L,L,1
87,4,four,2,stickerfirst,blue-right,sticker,1,5,R,R,1
87,4,four,2,stickerfirst,blue-right,sticker,1,6,L,L,1
87,4,four,2,stickerfirst,blue-right,sticker,1,7,L,L,1
87,4,four,2,stickerfirst,blue-right,sticker,1,8,R,R,1
88,5,five,1,stickerfirst,pink-right,pen,2,1,R,L,1
88,5,five,1,stickerfirst,pink-right,pen,2,2,L,R,1
88,5,five,1,stickerfirst,pink-right,pen,2,3,R,L,1
88,5,five,1,stickerfirst,pink-right,pen,2,4,L,L,0
88,5,five,1,stickerfirst,pink-right,pen,2,5,R,L,1
88,5,five,1,stickerfirst,pink-right,pen,2,6,L,R,1
88,5,five,1,stickerfirst,pink-right,pen,2,7,L,R,1
88,5,five,1,stickerfirst,pink-right,pen,2,8,R,L,1
88,5,five,1,stickerfirst,pink-right,sticker,1,1,L,L,1
88,5,five,1,stickerfirst,pink-right,sticker,1,2,L,L,1
88,5,five,1,stickerfirst,pink-right,sticker,1,3,R,R,1
88,5,five,1,stickerfirst,pink-right,sticker,1,4,L,L,1
88,5,five,1,stickerfirst,pink-right,sticker,1,5,R,R,1
88,5,five,1,stickerfirst,pink-right,sticker,1,6,R,R,1
88,5,five,1,stickerfirst,pink-right,sticker,1,7,L,L,1
88,5,five,1,stickerfirst,pink-right,sticker,1,8,R,R,1
89,4,four,2,penfirst,blue-right,pen,1,1,L,L,0
89,4,four,2,penfirst,blue-right,pen,1,2,R,R,0
89,4,four,2,penfirst,blue-right,pen,1,3,R,R,0
89,4,four,2,penfirst,blue-right,pen,1,4,L,L,0
89,4,four,2,penfirst,blue-right,pen,1,5,R,R,0
89,4,four,2,penfirst,blue-right,pen,1,6,L,R,1
89,4,four,2,penfirst,blue-right,pen,1,7,L,L,0
89,4,four,2,penfirst,blue-right,pen,1,8,R,R,0
89,4,four,2,penfirst,blue-right,sticker,2,1,R,L,0
89,4,four,2,penfirst,blue-right,sticker,2,2,L,L,1
89,4,four,2,penfirst,blue-right,sticker,2,3,L,L,1
89,4,four,2,penfirst,blue-right,sticker,2,4,R,L,0
89,4,four,2,penfirst,blue-right,sticker,2,5,R,R,1
89,4,four,2,penfirst,blue-right,sticker,2,6,L,R,0
89,4,four,2,penfirst,blue-right,sticker,2,7,R,L,0
89,4,four,2,penfirst,blue-right,sticker,2,8,L,L,1
90,3,three,2,penfirst,blue-right,pen,1,1,L,L,0
90,3,three,2,penfirst,blue-right,pen,1,2,L,R,1
90,3,three,2,penfirst,blue-right,pen,1,3,R,L,1
90,3,three,2,penfirst,blue-right,pen,1,4,L,R,1
90,3,three,2,penfirst,blue-right,pen,1,5,R,R,0
90,3,three,2,penfirst,blue-right,pen,1,6,L,R,1
90,3,three,2,penfirst,blue-right,pen,1,7,L,L,0
90,3,three,2,penfirst,blue-right,pen,1,8,R,L,1
90,3,three,2,penfirst,blue-right,sticker,2,1,R,R,1
90,3,three,2,penfirst,blue-right,sticker,2,2,L,R,0
90,3,three,2,penfirst,blue-right,sticker,2,3,L,R,0
90,3,three,2,penfirst,blue-right,sticker,2,4,R,R,1
90,3,three,2,penfirst,blue-right,sticker,2,5,R,L,0
90,3,three,2,penfirst,blue-right,sticker,2,6,L,R,0
90,3,three,2,penfirst,blue-right,sticker,2,7,R,L,0
90,3,three,2,penfirst,blue-right,sticker,2,8,L,R,0
91,5,five,2,penfirst,blue-right,pen,1,1,L,L,0
91,5,five,2,penfirst,blue-right,pen,1,2,L,L,0
91,5,five,2,penfirst,blue-right,pen,1,3,R,R,0
91,5,five,2,penfirst,blue-right,pen,1,4,L,R,1
91,5,five,2,penfirst,blue-right,pen,1,5,R,L,1
91,5,five,2,penfirst,blue-right,pen,1,6,R,L,1
91,5,five,2,penfirst,blue-right,pen,1,7,L,R,1
91,5,five,2,penfirst,blue-right,pen,1,8,R,L,1
91,5,five,2,penfirst,blue-right,sticker,2,1,R,R,1
91,5,five,2,penfirst,blue-right,sticker,2,2,L,L,1
91,5,five,2,penfirst,blue-right,sticker,2,3,R,R,1
91,5,five,2,penfirst,blue-right,sticker,2,4,L,L,1
91,5,five,2,penfirst,blue-right,sticker,2,5,R,R,1
91,5,five,2,penfirst,blue-right,sticker,2,6,L,L,1
91,5,five,2,penfirst,blue-right,sticker,2,7,L,L,1
91,5,five,2,penfirst,blue-right,sticker,2,8,R,R,1
92,5,five,1,stickerfirst,pink-right,pen,2,1,R,L,1
92,5,five,1,stickerfirst,pink-right,pen,2,2,L,R,1
92,5,five,1,stickerfirst,pink-right,pen,2,3,L,L,0
92,5,five,1,stickerfirst,pink-right,pen,2,4,R,L,1
92,5,five,1,stickerfirst,pink-right,pen,2,5,R,L,1
92,5,five,1,stickerfirst,pink-right,pen,2,6,L,R,1
92,5,five,1,stickerfirst,pink-right,pen,2,7,R,L,1
92,5,five,1,stickerfirst,pink-right,pen,2,8,L,R,1
92,5,five,1,stickerfirst,pink-right,sticker,1,1,L,L,1
92,5,five,1,stickerfirst,pink-right,sticker,1,2,R,R,1
92,5,five,1,stickerfirst,pink-right,sticker,1,3,R,R,1
92,5,five,1,stickerfirst,pink-right,sticker,1,4,L,L,1
92,5,five,1,stickerfirst,pink-right,sticker,1,5,R,R,1
92,5,five,1,stickerfirst,pink-right,sticker,1,6,L,L,1
92,5,five,1,stickerfirst,pink-right,sticker,1,7,L,L,1
92,5,five,1,stickerfirst,pink-right,sticker,1,8,R,R,1
94,4,four,2,stickerfirst,pink-right,pen,2,1,R,R,0
94,4,four,2,stickerfirst,pink-right,pen,2,2,L,L,0
94,4,four,2,stickerfirst,pink-right,pen,2,3,R,R,0
94,4,four,2,stickerfirst,pink-right,pen,2,4,L,R,1
94,4,four,2,stickerfirst,pink-right,pen,2,5,R,L,1
94,4,four,2,stickerfirst,pink-right,pen,2,6,L,L,0
94,4,four,2,stickerfirst,pink-right,pen,2,7,L,R,1
94,4,four,2,stickerfirst,pink-right,pen,2,8,R,L,1
94,4,four,2,stickerfirst,pink-right,sticker,1,1,L,L,1
94,4,four,2,stickerfirst,pink-right,sticker,1,2,L,L,1
94,4,four,2,stickerfirst,pink-right,sticker,1,3,R,L,0
94,4,four,2,stickerfirst,pink-right,sticker,1,4,L,L,1
94,4,four,2,stickerfirst,pink-right,sticker,1,5,R,R,1
94,4,four,2,stickerfirst,pink-right,sticker,1,6,R,R,1
94,4,four,2,stickerfirst,pink-right,sticker,1,7,L,L,1
94,4,four,2,stickerfirst,pink-right,sticker,1,8,R,R,1
96,3,three,1,penfirst,pink-right,pen,1,1,L,R,1
96,3,three,1,penfirst,pink-right,pen,1,2,L,L,0
96,3,three,1,penfirst,pink-right,pen,1,3,R,L,1
96,3,three,1,penfirst,pink-right,pen,1,4,L,L,0
96,3,three,1,penfirst,pink-right,pen,1,5,R,L,1
96,3,three,1,penfirst,pink-right,pen,1,6,R,R,0
96,3,three,1,penfirst,pink-right,pen,1,7,L,R,1
96,3,three,1,penfirst,pink-right,pen,1,8,R,R,0
96,3,three,1,penfirst,pink-right,sticker,2,1,R,R,1
96,3,three,1,penfirst,pink-right,sticker,2,2,L,R,0
96,3,three,1,penfirst,pink-right,sticker,2,3,R,R,1
96,3,three,1,penfirst,pink-right,sticker,2,4,L,R,0
96,3,three,1,penfirst,pink-right,sticker,2,5,R,R,1
96,3,three,1,penfirst,pink-right,sticker,2,6,L,R,0
96,3,three,1,penfirst,pink-right,sticker,2,7,L,R,0
96,3,three,1,penfirst,pink-right,sticker,2,8,R,R,1
97,5,five,1,penfirst,blue-right,pen,1,1,L,R,1
97,5,five,1,penfirst,blue-right,pen,1,2,L,R,1
97,5,five,1,penfirst,blue-right,pen,1,3,R,L,1
97,5,five,1,penfirst,blue-right,pen,1,4,L,R,1
97,5,five,1,penfirst,blue-right,pen,1,5,R,L,1
97,5,five,1,penfirst,blue-right,pen,1,6,R,L,1
97,5,five,1,penfirst,blue-right,pen,1,7,L,R,1
97,5,five,1,penfirst,blue-right,pen,1,8,R,L,1
97,5,five,1,penfirst,blue-right,sticker,2,1,R,R,1
97,5,five,1,penfirst,blue-right,sticker,2,2,L,L,1
97,5,five,1,penfirst,blue-right,sticker,2,3,R,R,1
97,5,five,1,penfirst,blue-right,sticker,2,4,L,L,1
97,5,five,1,penfirst,blue-right,sticker,2,5,R,R,1
97,5,five,1,penfirst,blue-right,sticker,2,6,L,L,1
97,5,five,1,penfirst,blue-right,sticker,2,7,L,L,1
97,5,five,1,penfirst,blue-right,sticker,2,8,R,R,1
98,3,three,2,penfirst,pink-right,pen,1,1,L,L,0
98,3,three,2,penfirst,pink-right,pen,1,2,L,R,1
98,3,three,2,penfirst,pink-right,pen,1,3,R,L,1
98,3,three,2,penfirst,pink-right,pen,1,4,L,R,1
98,3,three,2,penfirst,pink-right,pen,1,5,R,L,1
98,3,three,2,penfirst,pink-right,pen,1,6,R,L,1
98,3,three,2,penfirst,pink-right,pen,1,7,L,L,0
98,3,three,2,penfirst,pink-right,pen,1,8,R,R,1
98,3,three,2,penfirst,pink-right,sticker,2,1,R,R,1
98,3,three,2,penfirst,pink-right,sticker,2,2,L,L,1
98,3,three,2,penfirst,pink-right,sticker,2,3,R,R,1
98,3,three,2,penfirst,pink-right,sticker,2,4,L,L,1
98,3,three,2,penfirst,pink-right,sticker,2,5,R,R,1
98,3,three,2,penfirst,pink-right,sticker,2,6,L,R,0
98,3,three,2,penfirst,pink-right,sticker,2,7,L,L,1
98,3,three,2,penfirst,pink-right,sticker,2,8,R,R,1
100,5,five,2,penfirst,pink-right,pen,1,1,L,R,1
100,5,five,2,penfirst,pink-right,pen,1,2,R,L,1
100,5,five,2,penfirst,pink-right,pen,1,3,R,L,1
100,5,five,2,penfirst,pink-right,pen,1,4,L,R,1
100,5,five,2,penfirst,pink-right,pen,1,5,R,L,1
100,5,five,2,penfirst,pink-right,pen,1,6,L,R,1
100,5,five,2,penfirst,pink-right,pen,1,7,L,R,1
100,5,five,2,penfirst,pink-right,pen,1,8,R,L,1
100,5,five,2,penfirst,pink-right,sticker,2,1,R,R,1
100,5,five,2,penfirst,pink-right,sticker,2,2,L,L,1
100,5,five,2,penfirst,pink-right,sticker,2,3,L,L,1
100,5,five,2,penfirst,pink-right,sticker,2,4,R,R,1
100,5,five,2,penfirst,pink-right,sticker,2,5,R,R,1
100,5,five,2,penfirst,pink-right,sticker,2,6,L,R,0
100,5,five,2,penfirst,pink-right,sticker,2,7,R,R,1
100,5,five,2,penfirst,pink-right,sticker,2,8,L,L,1
103,4,four,2,penfirst,pink-right,pen,1,1,L,R,1
103,4,four,2,penfirst,pink-right,pen,1,2,L,R,1
103,4,four,2,penfirst,pink-right,pen,1,3,R,R,0
103,4,four,2,penfirst,pink-right,pen,1,4,L,R,1
103,4,four,2,penfirst,pink-right,pen,1,5,R,L,1
103,4,four,2,penfirst,pink-right,pen,1,6,R,L,1
103,4,four,2,penfirst,pink-right,pen,1,7,L,R,1
103,4,four,2,penfirst,pink-right,pen,1,8,R,L,1
103,4,four,2,penfirst,pink-right,sticker,2,1,R,R,1
103,4,four,2,penfirst,pink-right,sticker,2,2,L,L,1
103,4,four,2,penfirst,pink-right,sticker,2,3,R,R,1
103,4,four,2,penfirst,pink-right,sticker,2,4,L,L,1
103,4,four,2,penfirst,pink-right,sticker,2,5,R,R,1
103,4,four,2,penfirst,pink-right,sticker,2,6,L,R,0
103,4,four,2,penfirst,pink-right,sticker,2,7,L,L,1
103,4,four,2,penfirst,pink-right,sticker,2,8,R,R,1
105,5,five,1,penfirst,pink-right,pen,1,1,L,,1
105,5,five,1,penfirst,pink-right,pen,1,2,R,,1
105,5,five,1,penfirst,pink-right,pen,1,3,R,,1
105,5,five,1,penfirst,pink-right,pen,1,4,L,,1
105,5,five,1,penfirst,pink-right,pen,1,5,R,,0
105,5,five,1,penfirst,pink-right,pen,1,6,L,,0
105,5,five,1,penfirst,pink-right,pen,1,7,L,,1
105,5,five,1,penfirst,pink-right,pen,1,8,R,,1
105,5,five,1,penfirst,pink-right,sticker,2,1,R,,1
105,5,five,1,penfirst,pink-right,sticker,2,2,L,,1
105,5,five,1,penfirst,pink-right,sticker,2,3,L,,1
105,5,five,1,penfirst,pink-right,sticker,2,4,R,,1
105,5,five,1,penfirst,pink-right,sticker,2,5,R,,1
105,5,five,1,penfirst,pink-right,sticker,2,6,L,,1
105,5,five,1,penfirst,pink-right,sticker,2,7,R,,1
105,5,five,1,penfirst,pink-right,sticker,2,8,L,,1
106,5,five,1,stickerfirst,pink-right,pen,2,1,R,,1
106,5,five,1,stickerfirst,pink-right,pen,2,2,L,,1
106,5,five,1,stickerfirst,pink-right,pen,2,3,L,,1
106,5,five,1,stickerfirst,pink-right,pen,2,4,R,,1
106,5,five,1,stickerfirst,pink-right,pen,2,5,R,,1
106,5,five,1,stickerfirst,pink-right,pen,2,6,L,,1
106,5,five,1,stickerfirst,pink-right,pen,2,7,R,,1
106,5,five,1,stickerfirst,pink-right,pen,2,8,L,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,1,L,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,2,R,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,3,R,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,4,L,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,5,R,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,6,L,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,7,L,,1
106,5,five,1,stickerfirst,pink-right,sticker,1,8,R,,1
107,3,three,1,stickerfirst,pink-right,pen,2,1,R,,0
107,3,three,1,stickerfirst,pink-right,pen,2,2,L,,1
107,3,three,1,stickerfirst,pink-right,pen,2,3,L,,1
107,3,three,1,stickerfirst,pink-right,pen,2,4,R,,0
107,3,three,1,stickerfirst,pink-right,pen,2,5,R,,0
107,3,three,1,stickerfirst,pink-right,pen,2,6,L,,1
107,3,three,1,stickerfirst,pink-right,pen,2,7,R,,0
107,3,three,1,stickerfirst,pink-right,pen,2,8,L,,1
107,3,three,1,stickerfirst,pink-right,sticker,1,1,L,,0
107,3,three,1,stickerfirst,pink-right,sticker,1,2,R,,1
107,3,three,1,stickerfirst,pink-right,sticker,1,3,R,,1
107,3,three,1,stickerfirst,pink-right,sticker,1,4,L,,0
107,3,three,1,stickerfirst,pink-right,sticker,1,5,R,,1
107,3,three,1,stickerfirst,pink-right,sticker,1,6,L,,0
107,3,three,1,stickerfirst,pink-right,sticker,1,7,L,,0
107,3,three,1,stickerfirst,pink-right,sticker,1,8,R,,1
